play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,3,Whose heavenly beauty passeth all compare.,,,,"['Whose', 'heavenly', 'beauty', 'passeth', 'compare']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Since we have seen the pride of Nature?s works,",,,,"['Since', 'seen', 'pride', 'Nature', '\x99s', 'works']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,"And only paragon of excellence,",,,,"['paragon', 'excellence']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,3,Let us depart; and for this glorious deed,,,,"['Let', 'depart', 'glorious', 'deed']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,4,Happy and blest be Faustus evermore!,,,,"['Happy', 'blest', 'Faustus', 'evermore']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Gentlemen, farewell:  the same I wish to you.",,,,"['Gentlemen', 'farewell', 'wish']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,1,"Ah, Doctor Faustus, that I might prevail",,,,"['Ah', 'Doctor', 'Faustus', 'might', 'prevail']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,2,"To guide thy steps unto the way of life,",,,,"['guide', 'steps', 'unto', 'way', 'life']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,3,By which sweet path thou mayst attain the goal,,,,"['sweet', 'path', 'mayst', 'attain', 'goal']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,4,That shall conduct thee to celestial rest!,,,,"['shall', 'conduct', 'celestial', 'rest']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,5,"Break heart, drop blood, and mingle it with tears,",,,,"['Break', 'heart', 'drop', 'blood', 'mingle', 'tears']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,6,Tears falling from repentant heaviness,,,,"['Tears', 'falling', 'repentant', 'heaviness']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,7,"Of thy most vile and loathsome filthiness,",,,,"['vile', 'loathsome', 'filthiness']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,8,The stench whereof corrupts the inward soul,,,,"['stench', 'whereof', 'corrupts', 'inward', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,9,With such flagitious crimes of heinous sin,,,,"['flagitious', 'crimes', 'heinous', 'sin']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,10,"As no commiseration may expel,",,,,"['commiseration', 'may', 'expel']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,11,"But mercy, Faustus, of thy Saviour sweet,",,,,"['mercy', 'Faustus', 'Saviour', 'sweet']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,12,Whose blood alone must wash away thy guilt.,,,,"['Whose', 'blood', 'alone', 'must', 'wash', 'away', 'guilt']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Where art thou, Faustus? wretch, what hast thou done?",,,,"['Faustus', 'wretch', 'done']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Damn?d art thou, Faustus, damn?d; despair and die!",,,,"['Damn', '\x99d', 'Faustus', 'damn', '\x99d', 'despair', 'die']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Hell calls for right, and with a roaring voice",,,,"['Hell', 'calls', 'right', 'roaring', 'voice']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Says, ?Faustus, come; thine hour is almost come;??
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,none,5,And Faustus now will come to do thee right.
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,none,1,Ah", stay, good Faustus," stay thy desperate steps!""","['Says', '\x9cFaustus', 'come', 'hour', 'almost', 'come', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'none,5', 'Faustus', 'come', 'right', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'OLD', 'MAN', 'TRAGICAL', 'HISTORY', 'DOCTOR', 'none,1', 'Ah']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,2,"I see an angel hovers o?er thy head,",,,,"['see', 'angel', 'hovers', '\x99er', 'head']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,3,"And, with a vial full of precious grace,",,,,"['vial', 'full', 'precious', 'grace']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,4,Offers to pour the same into thy soul:,,,,"['Offers', 'pour', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,5,"Then call for mercy, and avoid despair.",,,,"['call', 'mercy', 'avoid', 'despair']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ah, my sweet friend, I feel",,,,"['Ah', 'sweet', 'friend', 'feel']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,Thy words to comfort my distressed soul!,,,,"['words', 'comfort', 'distressed', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,Leave me a while to ponder on my sins.,,,,"['Leave', 'ponder', 'sins']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,1,"I go, sweet Faustus; but with heavy cheer,",,,,"['go', 'sweet', 'Faustus', 'heavy', 'cheer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,2,Fearing the ruin of thy hopeless soul.,,,,"['Fearing', 'ruin', 'hopeless', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Accursed Faustus, where is mercy now?",,,,"['Accursed', 'Faustus', 'mercy']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,I do repent; and yet I do despair:,,,,"['repent', 'yet', 'despair']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,Hell strives with grace for conquest in my breast:,,,,"['Hell', 'strives', 'grace', 'conquest', 'breast']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,What shall I do to shun the snares of death?,,,,"['shall', 'shun', 'snares', 'death']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Thou traitor, Faustus, I arrest thy soul",,,,"['traitor', 'Faustus', 'arrest', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,For disobedience to my sovereign lord:,,,,"['disobedience', 'sovereign', 'lord']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Revolt, or I?ll in piece-meal tear thy flesh.",,,,"['Revolt', '\x99ll', 'piece-meal', 'tear', 'flesh']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Sweet Mephistophilis, entreat thy lord",,,,"['Sweet', 'Mephistophilis', 'entreat', 'lord']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"To pardon my unjust presumption,",,,,"['pardon', 'unjust', 'presumption']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,And with my blood again I will confirm,,,,"['blood', 'confirm']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,My former vow I made to Lucifer.,,,,"['former', 'vow', 'made', 'Lucifer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Do it, then, quickly, with unfeigned heart,",,,,"['quickly', 'unfeigned', 'heart']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Lest greater danger do attend thy drift.,,,,"['Lest', 'greater', 'danger', 'attend', 'drift']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Torment, sweet friend, that base and crooked age,",,,,"['Torment', 'sweet', 'friend', 'base', 'crooked', 'age']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"That durst dissuade me from thy Lucifer,",,,,"['durst', 'dissuade', 'Lucifer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,With greatest torments that our hell affords.,,,,"['greatest', 'torments', 'hell', 'affords']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,His faith is great; I cannot touch his soul;,,,,"['faith', 'great', 'touch', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,But what I may afflict his body with,,,,"['may', 'afflict', 'body']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"I will attempt, which is but little worth.",,,,"['attempt', 'little', 'worth']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"One thing, good servant, let me crave of thee,",,,,"['One', 'thing', 'good', 'servant', 'let', 'crave']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"To glut the longing of my heart?s desire,",,,,"['glut', 'longing', 'heart', '\x99s', 'desire']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,That I might have unto my paramour,,,,"['might', 'unto', 'paramour']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"That heavenly Helen which I saw of late,",,,,"['heavenly', 'Helen', 'saw', 'late']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,Whose sweet embracings may extinguish clean,,,,"['Whose', 'sweet', 'embracings', 'may', 'extinguish', 'clean']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"Those thoughts that do dissuade me from my vow,",,,,"['thoughts', 'dissuade', 'vow']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,And keep mine oath I made to Lucifer.,,,,"['keep', 'oath', 'made', 'Lucifer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Faustus, this, or what else thou shalt desire,",,,,"['Faustus', 'else', 'shalt', 'desire']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,Shall be perform?d in twinkling of an eye.,,,,"['Shall', 'perform', '\x99d', 'twinkling', 'eye']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Was this the face that launch?d a thousand ships,",,,,"['face', 'launch', '\x99d', 'thousand', 'ships']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,And burnt the topless towers of Ilium,,,,"['burnt', 'topless', 'towers', 'Ilium']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Sweet Helen, make me immortal with a kiss.",,,,"['Sweet', 'Helen', 'make', 'immortal', 'kiss']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"Her lips suck forth my soul:  see, where it flies!",,,,"['lips', 'suck', 'forth', 'soul', 'see', 'flies']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"Come, Helen, come, give me my soul again.",,,,"['Come', 'Helen', 'come', 'give', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"Here will I dwell, for heaven is in these lips,",,,,"['dwell', 'heaven', 'lips']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,And all is dross that is not Helena.,,,,"['dross', 'Helena']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,"I will be Paris, and for love of thee,",,,,"['Paris', 'love']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,9,"Instead of Troy, shall Wertenberg be sack?d;",,,,"['Instead', 'Troy', 'shall', 'Wertenberg', 'sack', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,10,"And I will combat with weak Menelaus,",,,,"['combat', 'weak', 'Menelaus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,11,And wear thy colours on my plumed crest;,,,,"['wear', 'colours', 'plumed', 'crest']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,12,"Yea, I will wound Achilles in the heel,",,,,"['Yea', 'wound', 'Achilles', 'heel']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,13,And then return to Helen for a kiss.,,,,"['return', 'Helen', 'kiss']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,14,"O, thou art fairer than the evening air",,,,"['fairer', 'evening', 'air']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,15,Clad in the beauty of a thousand stars;,,,,"['Clad', 'beauty', 'thousand', 'stars']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,16,Brighter art thou than flaming Jupiter,,,,"['Brighter', 'flaming', 'Jupiter']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,17,When he appear?d to hapless Semele;,,,,"['appear', '\x99d', 'hapless', 'Semele']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,18,More lovely than the monarch of the sky,,,,"['lovely', 'monarch', 'sky']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,19,In wanton Arethusa?s azur?d arms;,,,,"['wanton', 'Arethusa', '\x99s', 'azur', '\x99d', 'arms']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,20,And none but thou shalt be my paramour!,,,,"['none', 'shalt', 'paramour']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,1,"Accursed Faustus, miserable man,",,,,"['Accursed', 'Faustus', 'miserable', 'man']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,2,"That from thy soul exclud?st the grace of heaven,",,,,"['soul', 'exclud', '\x99st', 'grace', 'heaven']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,3,And fly?st the throne of his tribunal-seat!,,,,"['fly', '\x99st', 'throne', 'tribunal-seat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,4,Satan begins to sift me with his pride:,,,,"['Satan', 'begins', 'sift', 'pride']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,5,"As in this furnace God shall try my faith,",,,,"['furnace', 'God', 'shall', 'try', 'faith']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,6,"My faith, vile hell, shall triumph over thee.",,,,"['faith', 'vile', 'hell', 'shall', 'triumph']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,7,"Ambitious fiends, see how the heavens smile",,,,"['Ambitious', 'fiends', 'see', 'heavens', 'smile']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,8,"At your repulse, and laugh your state to scorn!",,,,"['repulse', 'laugh', 'state', 'scorn']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,OLD MAN,none,none,9,"Hence, hell! for hence I fly unto my God.",,,,"['hell', 'fly', 'unto', 'God']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ah, gentlemen!",,,,"['Ah', 'gentlemen']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,What ails Faustus?,,,,"['ails', 'Faustus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Ah, my sweet chamber-fellow, had I lived with thee,",,,,"['Ah', 'sweet', 'chamber-fellow', 'lived']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"then had I lived still! but now I die eternally.  Look, comes",,,,"['lived', 'still', 'die', 'eternally', 'Look', 'comes']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,he not? comes he not?,,,,['comes']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,What means Faustus?,,,,"['means', 'Faustus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,1,Belike he is grown into some sickness by being,,,,"['Belike', 'grown', 'sickness']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,2,over-solitary.,,,,['over-solitary']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"If it be so, we?ll have physicians to cure him.",,,,"['\x99ll', 'physicians', 'cure']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,"?âTis but a surfeit; never fear, man.",,,,"['\x94â\x80\x99Tis', 'surfeit', 'never', 'fear', 'man']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"A surfeit of deadly sin, that hath damned both body",,,,"['surfeit', 'deadly', 'sin', 'damned', 'body']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,and soul.,,,,['soul']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"Yet, Faustus, look up to heaven; remember God?s",,,,"['Yet', 'Faustus', 'look', 'heaven', 'remember', 'God', '\x99s']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,2,mercies are infinite.,,,,"['mercies', 'infinite']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,But Faustus??offence can ne?er be pardoned:  the serpent,,,,"['Faustus', 'offence', 'ne', '\x99er', 'pardoned', 'serpent']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"that tempted Eve may be saved, but not Faustus.  Ah, gentlemen,",,,,"['tempted', 'Eve', 'may', 'saved', 'Faustus', 'Ah', 'gentlemen']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"hear me with patience, and tremble not at my speeches!  Though",,,,"['hear', 'patience', 'tremble', 'speeches', 'Though']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,my heart pants and quivers to remember that I have been a student,,,,"['heart', 'pants', 'quivers', 'remember', 'student']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"here these thirty years, O, would I had never seen Wertenberg,",,,,"['thirty', 'years', 'would', 'never', 'seen', 'Wertenberg']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"never read book! and what wonders I have done, all Germany can",,,,"['never', 'read', 'book', 'wonders', 'done', 'Germany']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"witness, yea, all the world; for which Faustus hath lost both",,,,"['witness', 'yea', 'world', 'Faustus', 'lost']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,"Germany and the world, yea, heaven itself, heaven, the seat of",,,,"['Germany', 'world', 'yea', 'heaven', 'heaven', 'seat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,9,"God, the throne of the blessed, the kingdom of joy; and must",,,,"['God', 'throne', 'blessed', 'kingdom', 'joy', 'must']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,10,"remain in hell for ever, hell, ah, hell, for ever!  Sweet friends,",,,,"['remain', 'hell', 'ever', 'hell', 'ah', 'hell', 'ever', 'Sweet', 'friends']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,11,"what shall become of Faustus, being in hell for ever?",,,,"['shall', 'become', 'Faustus', 'hell', 'ever']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,1,"Yet, Faustus, call on God.",,,,"['Yet', 'Faustus', 'call', 'God']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"On God, whom Faustus hath abjured! on God, whom Faustus",,,,"['God', 'Faustus', 'abjured', 'God', 'Faustus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"hath blasphemed!  Ah, my God, I would weep! but the devil draws in",,,,"['blasphemed', 'Ah', 'God', 'would', 'weep', 'devil', 'draws']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"my tears.  Gush forth blood, instead of tears! yea, life and soul!",,,,"['tears', 'Gush', 'forth', 'blood', 'instead', 'tears', 'yea', 'life', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"O, he stays my tongue!  I would lift up my hands; but see, they",,,,"['stays', 'tongue', 'would', 'lift', 'hands', 'see']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"hold them, they hold them!",,,,"['hold', 'hold']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ALL,none,none,1,"Who, Faustus?",,,,['Faustus']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Lucifer and Mephistophilis.  Ah, gentlemen, I gave them",,,,"['Lucifer', 'Mephistophilis', 'Ah', 'gentlemen', 'gave']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,my soul for my cunning!,,,,"['soul', 'cunning']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ALL,none,none,1,God forbid!,,,,"['God', 'forbid']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"God forbade it, indeed; but Faustus hath done it:  for",,,,"['God', 'forbade', 'indeed', 'Faustus', 'done']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,vain pleasure of twenty-four years hath Faustus lost eternal joy,,,,"['vain', 'pleasure', 'twenty-four', 'years', 'Faustus', 'lost', 'eternal', 'joy']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,and felicity.  I writ them a bill with mine own blood:  the date,,,,"['felicity', 'writ', 'bill', 'blood', 'date']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"is expired; the time will come, and he will fetch me.",,,,"['expired', 'time', 'come', 'fetch']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Why did not Faustus tell us of this before,",,,,"['Faustus', 'tell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,that divines might have prayed for thee?,,,,"['divines', 'might', 'prayed']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,Oft have I thought to have done so; but the devil,,,,"['Oft', 'thought', 'done', 'devil']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"threatened to tear me in pieces, if I named God, to fetch both",,,,"['threatened', 'tear', 'pieces', 'named', 'God', 'fetch']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"body and soul, if I once gave ear to divinity:  and now ?tis too",,,,"['body', 'soul', 'gave', 'ear', 'divinity', '\x99tis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"late.  Gentlemen, away, lest you perish with me.",,,,"['late', 'Gentlemen', 'away', 'lest', 'perish']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SECOND SCHOLAR,none,none,1,"O, what shall we do to save Faustus?",,,,"['shall', 'save', 'Faustus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Talk not of me, but save yourselves, and depart.",,,,"['Talk', 'save', 'depart']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,THIRD SCHOLAR,none,none,1,God will strengthen me; I will stay with Faustus.,,,,"['God', 'strengthen', 'stay', 'Faustus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,1,"Tempt not God, sweet friend; but let us into the",,,,"['Tempt', 'God', 'sweet', 'friend', 'let']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST SCHOLAR,none,none,2,"next room, and there pray for him.",,,,"['next', 'room', 'pray']"
