play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,1,Talk not of Paradise nor creation; but mark this show:,,,,"['Talk', 'Paradise', 'creation', 'mark', 'show']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,2,"talk of the devil, and nothing else.?Come away!",,,,"['talk', 'devil', 'nothing', 'else', '\x94Come', 'away']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,3,"Now, Faustus, examine them of their several names and dispositions.",,,,"['Faustus', 'examine', 'several', 'names', 'dispositions']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What art thou, the first?",,,,['first']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,PRIDE,none,none,1,I am Pride.  I disdain to have any parents.  I am like to,,,,"['Pride', 'disdain', 'parents', 'like']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,PRIDE,none,none,2,"Ovid?s flea; I can creep into every corner of a wench; sometimes,",,,,"['Ovid', '\x99s', 'flea', 'creep', 'every', 'corner', 'wench', 'sometimes']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,PRIDE,none,none,3,"like a perriwig, I sit upon her brow; or, like a fan of feathers,",,,,"['like', 'perriwig', 'sit', 'upon', 'brow', 'like', 'fan', 'feathers']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,PRIDE,none,none,4,"I kiss her lips; indeed, I do?what do I not?  But, fie, what a",,,,"['kiss', 'lips', 'indeed', '\x94what']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,PRIDE,none,none,5,"scent is here!  I?ll not speak another word, except the ground",,,,"['scent', '\x99ll', 'speak', 'another', 'word', 'except', 'ground']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,PRIDE,none,none,6,"were perfumed, and covered with cloth of arras.",,,,"['perfumed', 'covered', 'cloth', 'arras']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What art thou, the second?",,,,['second']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,COVETOUSNESS,none,none,1,"I am Covetousness, begotten of an old churl, in an",,,,"['Covetousness', 'begotten', 'old', 'churl']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,COVETOUSNESS,none,none,2,"old leathern bag:  and, might I have my wish, I would desire that",,,,"['old', 'leathern', 'bag', 'might', 'wish', 'would', 'desire']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,COVETOUSNESS,none,none,3,"this house and all the people in it were turned to gold, that I",,,,"['house', 'people', 'turned', 'gold']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,COVETOUSNESS,none,none,4,"might lock you up in my good chest:  O, my sweet gold!",,,,"['might', 'lock', 'good', 'chest', 'sweet', 'gold']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What art thou, the third?",,,,['third']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WRATH,none,none,1,I am Wrath.  I had neither father nor mother:  I leapt out,,,,"['Wrath', 'neither', 'father', 'mother', 'leapt']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WRATH,none,none,2,of a lion?s mouth when I was scarce half-an-hour old; and ever,,,,"['lion', '\x99s', 'mouth', 'scarce', 'half-an-hour', 'old', 'ever']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WRATH,none,none,3,since I have run up and down the world with this case,,,,"['since', 'run', 'world', 'case']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WRATH,none,none,4,"of rapiers, wounding myself when I had nobody to fight withal.",,,,"['rapiers', 'wounding', 'nobody', 'fight', 'withal']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WRATH,none,none,5,"I was born in hell; and look to it, for some of you shall be",,,,"['born', 'hell', 'look', 'shall']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,WRATH,none,none,6,my father.,,,,['father']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What art thou, the fourth?",,,,['fourth']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ENVY,none,none,1,"I am Envy, begotten of a chimney-sweeper and an oyster-wife.",,,,"['Envy', 'begotten', 'chimney-sweeper', 'oyster-wife']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ENVY,none,none,2,"I cannot read, and therefore wish all books were burnt.  I am lean",,,,"['read', 'therefore', 'wish', 'books', 'burnt', 'lean']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ENVY,none,none,3,"with seeing others eat.  O, that there would come a famine through",,,,"['seeing', 'others', 'eat', 'would', 'come', 'famine']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ENVY,none,none,4,"all the world, that all might die, and I live alone! then thou",,,,"['world', 'might', 'die', 'live', 'alone']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ENVY,none,none,5,"shouldst see how fat I would be.  But must thou sit, and I stand?",,,,"['see', 'fat', 'would', 'must', 'sit', 'stand']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ENVY,none,none,6,"come down, with a vengeance!",,,,"['come', 'vengeance']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Away, envious rascal!?What art thou, the fifth?",,,,"['Away', 'envious', 'rascal', '\x94What', 'fifth']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,1,"Who I, sir?  I am Gluttony.  My parents are all dead,",,,,"['sir', 'Gluttony', 'parents', 'dead']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,2,"and the devil a penny they have left me, but a bare pension, and",,,,"['devil', 'penny', 'left', 'bare', 'pension']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,3,"that is thirty meals a-day and ten bevers,?a small trifle",,,,"['thirty', 'meals', 'a-day', 'ten', 'bevers', '\x94a', 'small', 'trifle']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,4,"to suffice nature.  O, I come of a royal parentage! my grandfather",,,,"['suffice', 'nature', 'come', 'royal', 'parentage', 'grandfather']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,5,"was a Gammon of Bacon, my grandmother a Hogshead of Claret-wine;",,,,"['Gammon', 'Bacon', 'grandmother', 'Hogshead', 'Claret-wine']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,6,"my godfathers were these, Peter Pickle-herring and Martin",,,,"['godfathers', 'Peter', 'Pickle-herring', 'Martin']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,7,"Martlemas-beef; O, but my godmother, she was a jolly gentlewoman,",,,,"['Martlemas-beef', 'godmother', 'jolly', 'gentlewoman']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,8,and well-beloved in every good town and city; her name was Mistress,,,,"['well-beloved', 'every', 'good', 'town', 'city', 'name', 'Mistress']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,9,"Margery March-beer.  Now, Faustus, thou hast heard all my progeny;",,,,"['Margery', 'March-beer', 'Faustus', 'heard', 'progeny']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,10,wilt thou bid me to supper?,,,,"['wilt', 'bid', 'supper']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"No, I?ll see thee hanged:  thou wilt eat up all my victuals.",,,,"['\x99ll', 'see', 'hanged', 'wilt', 'eat', 'victuals']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,GLUTTONY,none,none,1,Then the devil choke thee!,,,,"['devil', 'choke']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Choke thyself, glutton!?What art thou, the sixth?",,,,"['Choke', 'thyself', 'glutton', '\x94What', 'sixth']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SLOTH,none,none,1,"I am Sloth.  I was begotten on a sunny bank, where I have",,,,"['Sloth', 'begotten', 'sunny', 'bank']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SLOTH,none,none,2,lain ever since; and you have done me great injury to bring me,,,,"['lain', 'ever', 'since', 'done', 'great', 'injury', 'bring']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SLOTH,none,none,3,from thence:  let me be carried thither again by Gluttony and,,,,"['thence', 'let', 'carried', 'thither', 'Gluttony']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,SLOTH,none,none,4,Lechery.  I?ll not speak another word for a king?s ransom.,,,,"['Lechery', '\x99ll', 'speak', 'another', 'word', 'king', '\x99s', 'ransom']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What are you, Mistress Minx, the seventh and last?",,,,"['Mistress', 'Minx', 'seventh', 'last']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LECHERY,none,none,1,"Who I, sir?  I am one that loves an inch of raw mutton",,,,"['sir', 'one', 'loves', 'inch', 'raw', 'mutton']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LECHERY,none,none,2,better than an ell of fried stock-fish; and the first letter,,,,"['better', 'ell', 'fried', 'stock-fish', 'first', 'letter']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LECHERY,none,none,3,of my name begins with L.,,,,"['name', 'begins', 'L']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Away, to hell, to hell!",,,,"['Away', 'hell', 'hell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,1,"Now, Faustus, how dost thou like this?",,,,"['Faustus', 'like']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"O, this feeds my soul!",,,,"['feeds', 'soul']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,1,"Tut, Faustus, in hell is all manner of delight.",,,,"['Tut', 'Faustus', 'hell', 'manner', 'delight']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"O, might I see hell, and return again,",,,,"['might', 'see', 'hell', 'return']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,How happy were I then!,,,,['happy']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,1,Thou shalt; I will send for thee at midnight.,,,,"['shalt', 'send', 'midnight']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,2,"In meantime take this book; peruse it throughly,",,,,"['meantime', 'take', 'book', 'peruse', 'throughly']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,3,And thou shalt turn thyself into what shape thou wilt.,,,,"['shalt', 'turn', 'thyself', 'shape', 'wilt']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Great thanks, mighty Lucifer!",,,,"['Great', 'thanks', 'mighty', 'Lucifer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,This will I keep as chary as my life.,,,,"['keep', 'chary', 'life']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,LUCIFER,none,none,1,"Farewell, Faustus, and think on the devil.",,,,"['Farewell', 'Faustus', 'think', 'devil']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Farewell, great Lucifer.",,,,"['Farewell', 'great', 'Lucifer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Come, Mephistophilis.",,,,"['Come', 'Mephistophilis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,1,"Learned Faustus,",,,,"['Learned', 'Faustus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,2,To know the secrets of astronomy,,,,"['know', 'secrets', 'astronomy']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,3,"Graven in the book of Jove?s high firmament,",,,,"['Graven', 'book', 'Jove', '\x99s', 'high', 'firmament']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,4,"Did mount himself to scale Olympus??top,",,,,"['mount', 'scale', 'Olympus', 'top']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,5,"Being seated in a chariot burning bright,",,,,"['seated', 'chariot', 'burning', 'bright']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,6,Drawn by the strength of yoky dragons??necks.,,,,"['Drawn', 'strength', 'yoky', 'dragons', 'necks']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,7,"He now is gone to prove cosmography,",,,,"['gone', 'prove', 'cosmography']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,8,"And, as I guess, will first arrive at Rome,",,,,"['guess', 'first', 'arrive', 'Rome']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,9,"To see the Pope and manner of his court,",,,,"['see', 'Pope', 'manner', 'court']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,10,"And take some part of holy Peter?s feast,",,,,"['take', 'part', 'holy', 'Peter', '\x99s', 'feast']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,11,That to this day is highly solemniz?d.,,,,"['day', 'highly', 'solemniz', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Having now, my good Mephistophilis,",,,,"['good', 'Mephistophilis']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Pass?d with delight the stately town of Trier,",,,,"['Pass', '\x99d', 'delight', 'stately', 'town', 'Trier']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Environ?d round with airy mountain-tops,",,,,"['Environ', '\x99d', 'round', 'airy', 'mountain-tops']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"With walls of flint, and deep-entrenched lakes,",,,,"['walls', 'flint', 'deep-entrenched', 'lakes']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,Not to be won by any conquering prince;,,,,"['conquering', 'prince']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"From Paris next, coasting the realm of France,",,,,"['Paris', 'next', 'coasting', 'realm', 'France']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,7,"We saw the river Maine fall into Rhine,",,,,"['saw', 'river', 'Maine', 'fall', 'Rhine']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,8,Whose banks are set with groves of fruitful vines;,,,,"['Whose', 'banks', 'set', 'groves', 'fruitful', 'vines']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,9,"Then up to Naples, rich Campania,",,,,"['Naples', 'rich', 'Campania']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,10,"Whose buildings fair and gorgeous to the eye,",,,,"['Whose', 'buildings', 'fair', 'gorgeous', 'eye']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,11,"The streets straight forth, and pav?d with finest brick,",,,,"['streets', 'straight', 'forth', 'pav', '\x99d', 'finest', 'brick']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,12,Quarter the town in four equivalents:,,,,"['Quarter', 'town', 'four', 'equivalents']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,13,"There saw we learned Maro?s golden tomb,",,,,"['saw', 'learned', 'Maro', '\x99s', 'golden', 'tomb']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,14,"The way he cut, an English mile in length,",,,,"['way', 'cut', 'English', 'mile', 'length']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,15,"Thorough a rock of stone, in one night?s space;",,,,"['Thorough', 'rock', 'stone', 'one', 'night', '\x99s', 'space']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,16,"From thence to Venice, Padua, and the rest,",,,,"['thence', 'Venice', 'Padua', 'rest']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,17,"In one of which a sumptuous temple stands,",,,,"['one', 'sumptuous', 'temple', 'stands']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,18,That threats the stars with her aspiring top.,,,,"['threats', 'stars', 'aspiring', 'top']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,19,Thus hitherto hath Faustus spent his time:,,,,"['Thus', 'hitherto', 'Faustus', 'spent', 'time']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,20,But tell me now what resting-place is this?,,,,"['tell', 'resting-place']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,21,"Hast thou, as erst I did command,",,,,"['erst', 'command']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,22,Conducted me within the walls of Rome?,,,,"['Conducted', 'within', 'walls', 'Rome']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Faustus, I have; and, because we will not be unprovided,",,,,"['Faustus', 'unprovided']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,I have taken up his Holiness??privy-chamber for our use.,,,,"['taken', 'Holiness', 'privy-chamber', 'use']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,I hope his Holiness will bid us welcome.,,,,"['hope', 'Holiness', 'bid', 'welcome']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Tut, ?tis no matter; man; we?ll be bold with his good cheer.",,,,"['Tut', '\x99tis', 'matter', 'man', '\x99ll', 'bold', 'good', 'cheer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"And now, my Faustus, that thou mayst perceive",,,,"['Faustus', 'mayst', 'perceive']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"What Rome containeth to delight thee with,",,,,"['Rome', 'containeth', 'delight']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,Know that this city stands upon seven hills,,,,"['Know', 'city', 'stands', 'upon', 'seven', 'hills']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,5,That underprop the groundwork of the same:,,,,"['underprop', 'groundwork']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,6,Just through the midst runs flowing Tiber?s stream,,,,"['midst', 'runs', 'flowing', 'Tiber', '\x99s', 'stream']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,7,With winding banks that cut it in two parts;,,,,"['winding', 'banks', 'cut', 'two', 'parts']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,8,"Over the which four stately bridges lean,",,,,"['four', 'stately', 'bridges', 'lean']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,9,That make safe passage to each part of Rome:,,,,"['make', 'safe', 'passage', 'part', 'Rome']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,10,Upon the bridge call?d Ponte Angelo,,,,"['Upon', 'bridge', 'call', '\x99d', 'Ponte', 'Angelo']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,11,"Erected is a castle passing strong,",,,,"['Erected', 'castle', 'passing', 'strong']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,12,"Within whose walls such store of ordnance are,",,,,"['Within', 'whose', 'walls', 'store', 'ordnance']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,13,"And double cannons fram?d of carved brass,",,,,"['double', 'cannons', 'fram', '\x99d', 'carved', 'brass']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,14,As match the days within one complete year;,,,,"['match', 'days', 'within', 'one', 'complete', 'year']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,15,"Besides the gates, and high pyramides,",,,,"['Besides', 'gates', 'high', 'pyramides']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,16,Which Julius Caesar brought from Africa.,,,,"['Julius', 'Caesar', 'brought', 'Africa']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Now, by the kingdoms of infernal rule,",,,,"['kingdoms', 'infernal', 'rule']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Of Styx, of Acheron, and the fiery lake",,,,"['Styx', 'Acheron', 'fiery', 'lake']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Of ever-burning Phlegethon, I swear",,,,"['ever-burning', 'Phlegethon', 'swear']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,That I do long to see the monuments,,,,"['long', 'see', 'monuments']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,And situation of bright-splendent Rome:,,,,"['situation', 'bright-splendent', 'Rome']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,6,"Come, therefore, let?s away.",,,,"['Come', 'therefore', 'let', '\x99s', 'away']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Nay, Faustus, stay:  I know you?d fain see the Pope,",,,,"['Nay', 'Faustus', 'stay', 'know', '\x99d', 'fain', 'see', 'Pope']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"And take some part of holy Peter?s feast,",,,,"['take', 'part', 'holy', 'Peter', '\x99s', 'feast']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Where thou shalt see a troop of bald-pate friars,",,,,"['shalt', 'see', 'troop', 'bald-pate', 'friars']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,Whose summum bonum is in belly-cheer.,,,,"['Whose', 'summum', 'bonum', 'belly-cheer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Well, I?m content to compass then some sport,",,,,"['Well', '\x99m', 'content', 'compass', 'sport']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,And by their folly make us merriment.,,,,"['folly', 'make', 'merriment']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Then charm me, that I",,,,['charm']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"May be invisible, to do what I please,",,,,"['May', 'invisible', 'please']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,Unseen of any whilst I stay in Rome.,,,,"['Unseen', 'whilst', 'stay', 'Rome']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"So, Faustus; now",,,,['Faustus']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"Do what thou wilt, thou shalt not be discern?d.",,,,"['wilt', 'shalt', 'discern', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,1,"My Lord of Lorrain, will?t please you draw near?",,,,"['Lord', 'Lorrain', '\x99t', 'please', 'draw', 'near']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"Fall to, and the devil choke you, an you spare!",,,,"['Fall', 'devil', 'choke', 'spare']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,1,"How now! who?s that which spake??Friars, look about.",,,,"['\x99s', 'spake', '\x94Friars', 'look']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,1,"Here?s nobody, if it like your Holiness.",,,,"['\x99s', 'nobody', 'like', 'Holiness']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,1,"My lord, here is a dainty dish was sent me from the Bishop",,,,"['lord', 'dainty', 'dish', 'sent', 'Bishop']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,2,of Milan.,,,,['Milan']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"I thank you, sir.",,,,"['thank', 'sir']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,1,How now! who?s that which snatched the meat from me? will,,,,"['\x99s', 'snatched', 'meat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,2,"no man look??My lord, this dish was sent me from the Cardinal",,,,"['man', 'look', '\x94My', 'lord', 'dish', 'sent', 'Cardinal']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,3,of Florence.,,,,['Florence']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,You say true; I?ll ha?t.,,,,"['say', 'true', '\x99ll', 'ha', '\x99t']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,1,"What, again!?My lord, I?ll drink to your grace.",,,,"['\x94My', 'lord', '\x99ll', 'drink', 'grace']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,I?ll pledge your grace.,,,,"['\x99ll', 'pledge', 'grace']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,C,none,none,1,"OF LOR. My lord, it may be some ghost, newly crept out of",,,,"['LOR', 'lord', 'may', 'ghost', 'newly', 'crept']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,C,none,none,2,"Purgatory, come to beg a pardon of your Holiness.",,,,"['Purgatory', 'come', 'beg', 'pardon', 'Holiness']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,1,"It may be so.?Friars, prepare a dirge to lay the fury",,,,"['may', '\x94Friars', 'prepare', 'dirge', 'lay', 'fury']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,POPE,none,none,2,"of this ghost.?Once again, my lord, fall to.",,,,"['ghost', '\x94Once', 'lord', 'fall']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"What, are you crossing of yourself?",,,,['crossing']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Well, use that trick no more, I would advise you.",,,,"['Well', 'use', 'trick', 'would', 'advise']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Well, there?s the second time.  Aware the third;",,,,"['Well', '\x99s', 'second', 'time', 'Aware', 'third']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,I give you fair warning.,,,,"['give', 'fair', 'warning']"
